transaction_id,user_id,created_at,transaction_type,amount_usd,status,acquisition_channel,destination_country
txn_3k0mu85bg6,usr_23ggodlu,2024-02-08 15:24:25,REMITTANCE,64.31,COMPLETE,email,MX
txn_zvbeka7qhy,usr_ehmgoloq,2024-06-17 06:08:00,PHONE_RELOAD,73.88,COMPLETE,paid_google,SV
txn_wkyyk9vjqc,usr_b5o1r9z2,2024-05-24 19:08:33,REMITTANCE,42.0,COMPLETE,organic_search,MX
txn_t2eyf8aygr,usr_b5o1r9z2,2024-07-04 19:08:33,REMITTANCE,76.27,COMPLETE,organic_search,MX
txn_twpwhvf8es,usr_b5o1r9z2,2024-08-17 19:08:33,REMITTANCE,64.25,PAID,organic_search,MX
txn_316zfffkec,usr_b5o1r9z2,2024-09-20 19:08:33,PHONE_RELOAD,64.45,PAID,organic_search,MX
txn_4su7yjtxj7,usr_v9zy9ylw,2024-02-08 22:05:00,REMITTANCE,37.8,COMPLETE,paid_meta,MX
txn_g7k19evqbz,usr_ca6qs0sz,2024-07-06 22:46:51,PHONE_RELOAD,49.02,COMPLETE,direct,MX
txn_i7yzyg2mmk,usr_ca6qs0sz,2024-07-27 22:46:51,REMITTANCE,65.42,COMPLETE,direct,MX
txn_5967w921fg,usr_l01wcnkf,2024-02-18 11:17:14,REMITTANCE,72.0,COMPLETE,referral,MX
txn_hhj4nbh944,usr_9p5el2b2,2024-08-22 16:27:53,REMITTANCE,97.08,COMPLETE,direct,SV
txn_oaxta8r80n,usr_4lit6xiy,2024-03-30 05:31:41,PHONE_RELOAD,81.77,COMPLETE,referral,MX
txn_uprd00qii9,usr_gwcr8b97,2024-05-06 19:52:26,REMITTANCE,11.25,COMPLETE,paid_google,MX
txn_i09v82cp0y,usr_7ic0lzig,2024-11-05 20:06:34,REMITTANCE,55.33,COMPLETE,paid_google,MX
txn_q0sfybvokb,usr_h5r8mnqp,2024-09-04 18:15:23,REMITTANCE,47.68,COMPLETE,paid_google,MX
txn_eqi9fc4y7c,usr_h5r8mnqp,2024-10-17 18:15:23,REMITTANCE,51.4,COMPLETE,paid_google,MX
txn_loqkie6qkk,usr_r1pc6ktt,2024-11-05 23:30:08,PHONE_RELOAD,47.47,COMPLETE,paid_meta,MX
txn_2reows4zba,usr_nvceqfga,2024-04-20 05:51:19,REMITTANCE,20.42,COMPLETE,paid_meta,GT
txn_hya7uiet2e,usr_78nrxvob,2024-06-11 05:43:29,REMITTANCE,45.34,COMPLETE,paid_google,MX
txn_wg1i77gnh3,usr_1811mzwn,2024-03-17 12:20:16,REMITTANCE,100.86,COMPLETE,organic_search,MX
txn_fzny2j6w90,usr_ib3wyzxj,2024-04-06 10:15:59,REMITTANCE,40.57,COMPLETE,paid_google,GT
txn_yxe4swfs5z,usr_ib3wyzxj,2024-05-19 10:15:59,REMITTANCE,44.8,COMPLETE,paid_google,GT
txn_uwpb83u661,usr_ib3wyzxj,2024-06-27 10:15:59,REMITTANCE,70.68,COMPLETE,paid_google,GT
txn_rqnwto5j3v,usr_ib3wyzxj,2024-07-27 10:15:59,REMITTANCE,40.33,COMPLETE,paid_google,GT
txn_djf2gmqads,usr_ib3wyzxj,2024-09-01 10:15:59,REMITTANCE,42.79,COMPLETE,paid_google,GT
txn_giexr92r6n,usr_uxfedznz,2024-08-23 11:26:18,REMITTANCE,42.41,COMPLETE,paid_meta,MX
txn_r886fcejk0,usr_fpyst5v0,2024-06-14 04:07:54,REMITTANCE,74.74,COMPLETE,direct,HN
txn_pqqxsjag78,usr_fpyst5v0,2024-07-21 04:07:54,BILL_PAYMENT,46.0,PAID,direct,HN
txn_p61w2iytpw,usr_fpyst5v0,2024-08-25 04:07:54,REMITTANCE,86.06,COMPLETE,direct,HN
txn_2wu1rg1l1v,usr_w1mf07ol,2024-02-14 14:30:29,BILL_PAYMENT,75.43,COMPLETE,direct,SV
txn_dab4qi59s9,usr_1ppkpgge,2024-01-28 11:58:11,PHONE_RELOAD,47.2,COMPLETE,paid_meta,MX
txn_gl0dhwfr5x,usr_1ppkpgge,2024-02-14 11:58:11,BILL_PAYMENT,61.33,COMPLETE,paid_meta,MX
txn_m8168p6z4k,usr_1ppkpgge,2024-03-15 11:58:11,PHONE_RELOAD,52.35,PAID,paid_meta,MX
txn_7cloonuuj5,usr_3gcg1j6o,2024-08-10 16:40:54,PHONE_RELOAD,23.39,COMPLETE,paid_meta,MX
txn_rvtfqdulz4,usr_cdecbir1,2024-03-06 16:24:28,PHONE_RELOAD,61.25,COMPLETE,direct,MX
txn_uvg9gcfol6,usr_u9dsav91,2024-09-18 01:15:11,PHONE_RELOAD,62.1,COMPLETE,email,MX
txn_pcg6gz10vg,usr_mymlinov,2024-06-17 17:47:52,REMITTANCE,48.31,COMPLETE,paid_meta,HN
txn_iy2g6j0dg5,usr_qz05ev5k,2024-01-03 18:45:04,REMITTANCE,34.4,COMPLETE,referral,SV
txn_cf1ek6op6x,usr_qz05ev5k,2024-01-19 18:45:04,REMITTANCE,125.1,COMPLETE,referral,SV
txn_g0bv5rcr5y,usr_y5sxaw7l,2024-08-30 18:27:19,BILL_PAYMENT,62.16,COMPLETE,paid_google,HN
txn_0rw9dklwaz,usr_y5sxaw7l,2024-09-19 18:27:19,REMITTANCE,45.18,PAID,paid_google,HN
txn_2m6jnokyw6,usr_lpvowcp7,2024-10-14 02:16:28,PHONE_RELOAD,45.31,COMPLETE,email,CO
txn_7d4ngq3vrf,usr_0khfsu4s,2024-02-09 07:18:54,BILL_PAYMENT,43.13,COMPLETE,direct,SV
txn_b6mizef18g,usr_99q68rti,2024-09-20 03:23:38,REMITTANCE,60.69,COMPLETE,paid_meta,HN
txn_7wiautl2qp,usr_pzf761hj,2024-02-12 22:02:55,REMITTANCE,48.64,COMPLETE,organic_search,HN
txn_chapor7az4,usr_pzf761hj,2024-03-25 22:02:55,BILL_PAYMENT,96.86,COMPLETE,organic_search,HN
txn_zg8eothcw1,usr_pzf761hj,2024-05-07 22:02:55,REMITTANCE,108.0,COMPLETE,organic_search,HN
txn_wna30kk9jg,usr_pzf761hj,2024-05-26 22:02:55,REMITTANCE,79.93,FAILED,organic_search,HN
txn_4zbe4imcx1,usr_7wr2liu7,2024-02-23 22:20:29,BILL_PAYMENT,59.86,COMPLETE,paid_meta,MX
txn_70mj8rx2jm,usr_0nxu43ie,2024-10-16 20:57:43,PHONE_RELOAD,58.71,COMPLETE,direct,MX
txn_cf7c8t3lhx,usr_0en48uac,2024-03-15 02:44:40,PHONE_RELOAD,67.82,COMPLETE,referral,SV
txn_1pbtvr9sl5,usr_127exvda,2024-05-04 17:17:18,REMITTANCE,84.34,COMPLETE,email,MX
txn_74ppwwldt1,usr_4rqvfx2z,2024-04-28 03:35:45,REMITTANCE,40.39,COMPLETE,referral,MX
txn_2dx91kq67q,usr_j4uwhk8c,2024-02-18 23:46:04,REMITTANCE,66.41,COMPLETE,email,MX
txn_0tsgtno1z7,usr_03zb5gro,2024-11-27 04:35:05,BILL_PAYMENT,66.01,COMPLETE,organic_search,GT
txn_0lnrbdx39f,usr_tmy91otk,2024-01-09 19:00:28,REMITTANCE,51.15,COMPLETE,referral,MX
txn_ccnq3fblo3,usr_dl25b7kx,2024-06-04 19:13:31,REMITTANCE,61.07,COMPLETE,direct,MX
txn_b9ol25imzt,usr_h2hxn4d2,2024-02-28 10:50:49,REMITTANCE,41.73,COMPLETE,paid_google,MX
txn_jif4s7ys7w,usr_h2hxn4d2,2024-03-27 10:50:49,PHONE_RELOAD,85.63,COMPLETE,paid_google,MX
txn_hrqzdua47a,usr_h2hxn4d2,2024-05-07 10:50:49,REMITTANCE,46.88,COMPLETE,paid_google,MX
txn_o4qaz32lwz,usr_h2hxn4d2,2024-05-31 10:50:49,BILL_PAYMENT,23.16,PAID,paid_google,MX
txn_2mf017fcde,usr_h2hxn4d2,2024-07-15 10:50:49,BILL_PAYMENT,85.83,PAID,paid_google,MX
txn_nhhlv69cv5,usr_47d9gb9x,2024-09-21 11:53:19,PHONE_RELOAD,72.16,COMPLETE,email,CO
txn_a3b15bp16l,usr_47d9gb9x,2024-10-17 11:53:19,REMITTANCE,51.67,COMPLETE,email,CO
txn_unurlq17de,usr_47d9gb9x,2024-11-14 11:53:19,REMITTANCE,72.32,COMPLETE,email,CO
txn_rg4kw48hmk,usr_47d9gb9x,2024-12-12 11:53:19,REMITTANCE,71.0,COMPLETE,email,CO
txn_0onyu7gzy5,usr_ieokvg01,2024-06-08 21:29:49,BILL_PAYMENT,88.82,COMPLETE,organic_search,GT
txn_72o5nmxafx,usr_ieokvg01,2024-07-10 21:29:49,PHONE_RELOAD,93.68,PAID,organic_search,GT
txn_yzml5mn7du,usr_ieokvg01,2024-07-29 21:29:49,REMITTANCE,52.2,COMPLETE,organic_search,GT
txn_wkjyvdl1ce,usr_ieokvg01,2024-09-02 21:29:49,REMITTANCE,64.16,PAID,organic_search,GT
txn_xaqi0p47c8,usr_ieokvg01,2024-09-29 21:29:49,REMITTANCE,78.58,COMPLETE,organic_search,GT
txn_tvmc6stlgy,usr_5xjxnecr,2024-07-01 06:45:10,REMITTANCE,39.71,COMPLETE,paid_meta,MX
txn_nffb0lj3qa,usr_9rydvn9z,2024-08-13 07:34:42,BILL_PAYMENT,35.51,COMPLETE,paid_meta,MX
txn_z3oub93jsr,usr_62g3aut3,2024-10-05 08:48:04,PHONE_RELOAD,47.89,COMPLETE,paid_meta,MX
txn_891gu6yxmq,usr_3x1hxe5z,2024-10-07 00:37:26,REMITTANCE,82.67,COMPLETE,organic_search,MX
txn_yqe55nhf4l,usr_3x1hxe5z,2024-11-02 00:37:26,REMITTANCE,88.44,PAID,organic_search,MX
txn_zo25mp2khi,usr_ehfu4b9s,2024-01-17 00:50:26,PHONE_RELOAD,40.34,COMPLETE,paid_meta,MX
txn_c6opn2bt29,usr_ak8s2xqu,2024-09-12 15:29:23,PHONE_RELOAD,20.01,COMPLETE,paid_google,MX
txn_tzcvdb6ya1,usr_vsyxbbf4,2024-05-17 04:58:10,REMITTANCE,86.8,COMPLETE,email,MX
txn_3v23buoa07,usr_mewcjn6o,2024-08-18 02:49:07,BILL_PAYMENT,79.08,COMPLETE,organic_search,MX
txn_skfgqommy4,usr_mewcjn6o,2024-09-26 02:49:07,BILL_PAYMENT,70.1,COMPLETE,organic_search,MX
txn_rmdh2eopve,usr_fhwjwxzu,2024-09-27 16:21:08,REMITTANCE,63.44,COMPLETE,paid_google,MX
txn_pc8mg29vqy,usr_f9pavced,2024-11-15 13:34:01,REMITTANCE,69.75,COMPLETE,paid_meta,MX
txn_qrwejkin8n,usr_62f2jd9i,2024-05-22 14:43:21,PHONE_RELOAD,77.45,COMPLETE,organic_search,SV
txn_mmhqw69xh5,usr_0l3rtz5t,2024-07-26 02:06:32,PHONE_RELOAD,10.38,COMPLETE,paid_meta,HN
txn_q29k3246vc,usr_om08tv4r,2024-10-19 18:57:48,PHONE_RELOAD,55.82,COMPLETE,paid_meta,MX
txn_hbirslsdj1,usr_xfuj7xn1,2024-03-04 00:17:01,PHONE_RELOAD,40.29,COMPLETE,paid_google,MX
txn_qeallc7m1n,usr_xfuj7xn1,2024-03-30 00:17:01,REMITTANCE,39.41,COMPLETE,paid_google,MX
txn_3wes2vndns,usr_xfuj7xn1,2024-05-14 00:17:01,REMITTANCE,30.97,FAILED,paid_google,MX
txn_v6305sxmox,usr_xfuj7xn1,2024-06-25 00:17:01,REMITTANCE,59.77,PAID,paid_google,MX
txn_on5cdw9paj,usr_92sjp753,2024-06-19 19:24:13,REMITTANCE,64.7,COMPLETE,paid_google,HN
txn_01v5zd0yxg,usr_14wcidud,2024-06-07 13:59:32,PHONE_RELOAD,75.0,COMPLETE,direct,HN
txn_e8n3eg33hk,usr_14wcidud,2024-07-21 13:59:32,REMITTANCE,65.07,PAID,direct,HN
txn_j295p1ccx4,usr_14wcidud,2024-08-24 13:59:32,REMITTANCE,37.48,COMPLETE,direct,HN
txn_sn5qactt4m,usr_14wcidud,2024-09-11 13:59:32,PHONE_RELOAD,58.27,PAID,direct,HN
txn_d9fkp8urjd,usr_14wcidud,2024-10-07 13:59:32,REMITTANCE,77.29,COMPLETE,direct,HN
txn_7ka6o1rx4n,usr_8ps0rs95,2024-01-05 06:40:53,REMITTANCE,56.64,COMPLETE,referral,MX
txn_l7iwtaqea3,usr_8ps0rs95,2024-01-24 06:40:53,PHONE_RELOAD,64.46,COMPLETE,referral,MX
txn_0m9jtbeprn,usr_0zz0i083,2024-11-20 06:11:08,REMITTANCE,121.31,COMPLETE,organic_search,MX
txn_mqg03jj5e2,usr_qg716gne,2024-08-24 14:07:54,REMITTANCE,105.56,COMPLETE,organic_search,MX
txn_448go0k4ra,usr_qg716gne,2024-09-16 14:07:54,PHONE_RELOAD,73.81,COMPLETE,organic_search,MX
txn_9gi9myuq99,usr_ne6it1ek,2024-03-09 02:01:32,REMITTANCE,69.8,COMPLETE,paid_google,MX
txn_4x06f645ha,usr_o778s676,2024-08-11 15:59:28,BILL_PAYMENT,87.73,COMPLETE,referral,MX
txn_srd75m55z0,usr_o778s676,2024-08-25 15:59:28,REMITTANCE,114.69,COMPLETE,referral,MX
txn_45y96bkwh8,usr_o778s676,2024-09-19 15:59:28,REMITTANCE,77.13,PAID,referral,MX
txn_ytxtn1h42e,usr_lma6gmdr,2024-06-28 23:48:32,REMITTANCE,40.32,COMPLETE,paid_meta,MX
txn_took1omnwk,usr_6a1jqnn6,2024-02-19 09:17:49,REMITTANCE,28.06,COMPLETE,paid_meta,MX
txn_4z6kllzvrg,usr_4fmpm5hg,2024-09-12 11:58:10,BILL_PAYMENT,47.88,COMPLETE,email,MX
txn_tdxsoopi3g,usr_fhrxjpt2,2024-01-14 02:35:39,REMITTANCE,76.22,COMPLETE,referral,MX
txn_k2q1yjucyy,usr_fhrxjpt2,2024-02-21 02:35:39,BILL_PAYMENT,73.22,COMPLETE,referral,MX
txn_jrm97py2z9,usr_fhrxjpt2,2024-04-02 02:35:39,BILL_PAYMENT,35.88,COMPLETE,referral,MX
txn_sjnfuhyl4d,usr_fhrxjpt2,2024-05-08 02:35:39,PHONE_RELOAD,80.99,COMPLETE,referral,MX
txn_f8hb3kompo,usr_s74nddaf,2024-06-05 03:06:52,PHONE_RELOAD,45.27,COMPLETE,referral,SV
txn_7jlrun01sf,usr_s74nddaf,2024-07-02 03:06:52,PHONE_RELOAD,97.5,COMPLETE,referral,SV
txn_3xirhmxfb7,usr_3pvarkcp,2024-09-20 23:18:37,REMITTANCE,39.98,COMPLETE,paid_meta,GT
txn_py5j3spsqe,usr_159i3hz3,2024-04-21 22:24:13,REMITTANCE,22.5,COMPLETE,paid_meta,MX
txn_oj4x9ov7ys,usr_vwieb97p,2024-11-28 12:59:01,PHONE_RELOAD,34.26,COMPLETE,paid_meta,MX
txn_yj3mjuu4vk,usr_sz9hpcpb,2024-06-10 04:17:05,BILL_PAYMENT,23.64,COMPLETE,paid_meta,MX
txn_xeergce6lk,usr_plbbb0hq,2024-10-05 01:27:30,REMITTANCE,65.36,COMPLETE,direct,MX
txn_u1hqubiqj6,usr_nkdat5l0,2024-07-12 12:07:14,REMITTANCE,48.61,COMPLETE,paid_meta,SV
txn_bxugo4e5fw,usr_ijvddwvb,2024-05-24 12:29:28,REMITTANCE,42.84,COMPLETE,paid_google,HN
txn_6o5dmsappb,usr_z7ctm09h,2024-03-18 09:12:52,BILL_PAYMENT,45.95,COMPLETE,referral,MX
txn_3qahkb4j0t,usr_z614umnw,2024-08-03 16:59:29,REMITTANCE,26.41,COMPLETE,paid_meta,MX
txn_sr8xt2k1s7,usr_7savzebu,2024-07-25 06:49:21,REMITTANCE,79.71,COMPLETE,paid_google,GT
txn_bvx1boqifj,usr_7savzebu,2024-08-26 06:49:21,BILL_PAYMENT,59.53,COMPLETE,paid_google,GT
txn_492tcld4fw,usr_rtscpsuo,2024-06-04 16:54:39,REMITTANCE,76.54,COMPLETE,referral,MX
txn_s80bpojuki,usr_hz52qzsk,2024-08-11 17:28:31,PHONE_RELOAD,15.47,COMPLETE,paid_meta,GT
txn_e3st1q2sl0,usr_itkx7je5,2024-03-07 16:51:08,REMITTANCE,67.46,COMPLETE,organic_search,CO
txn_bx75uhna27,usr_itkx7je5,2024-04-03 16:51:08,PHONE_RELOAD,66.28,COMPLETE,organic_search,CO
txn_52ke88goh0,usr_itkx7je5,2024-05-10 16:51:08,REMITTANCE,80.79,PAID,organic_search,CO
txn_qqtl5akoef,usr_tamvnczt,2024-03-23 17:05:04,REMITTANCE,45.35,COMPLETE,email,MX
txn_0hhzye6fxf,usr_tamvnczt,2024-04-20 17:05:04,REMITTANCE,68.51,PAID,email,MX
txn_8gcr08tgbx,usr_tamvnczt,2024-05-07 17:05:04,REMITTANCE,87.22,FAILED,email,MX
txn_06dimqz300,usr_9wam0kja,2024-05-08 17:49:07,REMITTANCE,57.8,COMPLETE,organic_search,HN
txn_vcvvyefaip,usr_d0nx5wt3,2024-08-16 09:23:18,PHONE_RELOAD,51.18,COMPLETE,direct,MX
txn_0rkw7cife5,usr_d0nx5wt3,2024-09-19 09:23:18,REMITTANCE,81.41,COMPLETE,direct,MX
txn_0wtfpiiaay,usr_4oq0pfrr,2024-11-11 23:37:00,BILL_PAYMENT,33.88,COMPLETE,organic_search,SV
txn_04hzczcrov,usr_r0xafgov,2024-08-11 16:35:50,BILL_PAYMENT,32.97,COMPLETE,paid_meta,MX
txn_dyldeco8vx,usr_8ds03vna,2024-09-09 18:56:33,REMITTANCE,63.28,COMPLETE,paid_meta,SV
txn_cw0u6my9hx,usr_e1j7v2a2,2024-01-19 06:41:12,REMITTANCE,59.33,COMPLETE,organic_search,SV
txn_9u2y7ri0f6,usr_hrupflfc,2024-02-03 04:55:58,PHONE_RELOAD,78.29,COMPLETE,direct,MX
txn_s2d6lestl7,usr_btd5oaii,2024-11-18 17:51:26,REMITTANCE,34.6,COMPLETE,paid_meta,MX
txn_kj1drlj0bh,usr_n53egdd8,2024-09-25 10:13:59,REMITTANCE,38.08,COMPLETE,paid_meta,MX
txn_vdkiv1zg88,usr_n53egdd8,2024-11-06 10:13:59,BILL_PAYMENT,36.93,FAILED,paid_meta,MX
txn_y59kmlyhcn,usr_6vgtvyfy,2024-02-03 02:26:00,REMITTANCE,47.6,COMPLETE,paid_meta,SV
txn_q2247vdqpt,usr_jrnj6225,2024-02-13 07:37:42,PHONE_RELOAD,33.12,COMPLETE,paid_meta,SV
txn_e5k1r2td8y,usr_oz2rcu8k,2024-02-29 15:24:40,BILL_PAYMENT,60.59,COMPLETE,paid_meta,CO
txn_mvgbmeof46,usr_mrr9vwe7,2024-05-30 08:37:20,REMITTANCE,49.82,COMPLETE,paid_meta,MX
txn_l673junbkx,usr_mrr9vwe7,2024-06-14 08:37:20,PHONE_RELOAD,41.17,CANCELLED,paid_meta,MX
txn_ebkhasptp7,usr_mrr9vwe7,2024-06-28 08:37:20,REMITTANCE,39.59,FAILED,paid_meta,MX
txn_05kiylx5yc,usr_mrr9vwe7,2024-07-22 08:37:20,REMITTANCE,44.08,COMPLETE,paid_meta,MX
txn_hth24pqy03,usr_mrr9vwe7,2024-08-14 08:37:20,REMITTANCE,41.9,COMPLETE,paid_meta,MX
txn_675tg94jnl,usr_tt3nupuy,2024-07-28 12:29:17,REMITTANCE,49.44,COMPLETE,paid_google,GT
txn_3xqkpki9c3,usr_tt3nupuy,2024-08-20 12:29:17,REMITTANCE,87.24,PAID,paid_google,GT
txn_4ztcex9ia5,usr_tt3nupuy,2024-09-05 12:29:17,REMITTANCE,81.16,COMPLETE,paid_google,GT
txn_vvw8x11phh,usr_tt3nupuy,2024-09-21 12:29:17,REMITTANCE,90.83,PAID,paid_google,GT
txn_n4mot5cfew,usr_tt3nupuy,2024-10-18 12:29:17,REMITTANCE,67.26,PAID,paid_google,GT
txn_yuzqnhg2kl,usr_tt3nupuy,2024-12-02 12:29:17,REMITTANCE,81.78,CANCELLED,paid_google,GT
txn_5vjegej0vs,usr_h4nred6m,2024-01-04 02:42:50,REMITTANCE,55.68,COMPLETE,paid_meta,SV
txn_2xwdb0014p,usr_f486i3ce,2024-06-28 05:07:50,REMITTANCE,43.57,COMPLETE,paid_meta,GT
txn_hdmxiwq7hr,usr_zpbdurvf,2024-01-13 13:34:14,REMITTANCE,70.83,COMPLETE,paid_google,MX
txn_27f96xbeur,usr_u3fg00zk,2024-01-06 09:18:02,PHONE_RELOAD,15.09,COMPLETE,paid_meta,MX
txn_tmxgu8j9tr,usr_aecxvgfo,2024-09-27 11:10:19,BILL_PAYMENT,36.29,COMPLETE,referral,HN
txn_6mw7b42ldk,usr_37szpf9s,2024-10-04 00:47:29,REMITTANCE,56.89,COMPLETE,paid_google,MX
txn_kni6kkqvgx,usr_co39vcyr,2024-08-31 03:54:21,REMITTANCE,47.27,COMPLETE,paid_meta,MX
txn_anc9nxajmz,usr_2xhdcv4b,2024-01-23 01:34:36,PHONE_RELOAD,25.57,COMPLETE,paid_google,MX
txn_tnu73yskhy,usr_2xhdcv4b,2024-02-22 01:34:36,BILL_PAYMENT,69.89,COMPLETE,paid_google,MX
txn_fa9bdyavcx,usr_a6gh7idu,2024-08-19 23:28:32,REMITTANCE,74.88,COMPLETE,paid_meta,CO
txn_tpcohs08ic,usr_l7amkoh1,2024-01-22 03:50:53,REMITTANCE,89.19,COMPLETE,paid_google,CO
txn_96as6tttdo,usr_l6ss1a2r,2024-02-10 09:38:45,REMITTANCE,49.06,COMPLETE,organic_search,MX
txn_t1r236enmk,usr_l6ss1a2r,2024-03-15 09:38:45,REMITTANCE,50.89,COMPLETE,organic_search,MX
txn_h6z1tgh5hi,usr_q5dz53x1,2024-09-24 06:11:11,REMITTANCE,48.08,COMPLETE,paid_meta,CO
txn_5rybnmlgn7,usr_q5dz53x1,2024-10-24 06:11:11,REMITTANCE,42.39,COMPLETE,paid_meta,CO
txn_ssxz0302jx,usr_vs1qekw7,2024-10-10 04:10:07,REMITTANCE,42.75,COMPLETE,paid_google,GT
txn_buxrd5618c,usr_vs1qekw7,2024-11-10 04:10:07,REMITTANCE,67.04,FAILED,paid_google,GT
txn_o508dhjg0q,usr_hvcfwr2f,2024-04-03 01:40:21,REMITTANCE,57.77,COMPLETE,organic_search,MX
txn_m3ygwej4xq,usr_6rqgkcum,2024-11-01 05:36:00,REMITTANCE,75.07,COMPLETE,email,GT
txn_ufx75wpmtn,usr_91p778rn,2024-07-04 04:06:42,REMITTANCE,68.52,COMPLETE,paid_google,MX
txn_qlqnm6xv9a,usr_91p778rn,2024-07-29 04:06:42,REMITTANCE,62.09,PAID,paid_google,MX
txn_4h1iedobc5,usr_91p778rn,2024-08-26 04:06:42,REMITTANCE,68.77,COMPLETE,paid_google,MX
txn_3j157ofcgm,usr_91p778rn,2024-09-30 04:06:42,REMITTANCE,71.16,COMPLETE,paid_google,MX
txn_yvorlfoskg,usr_en48nysj,2024-09-22 17:30:35,PHONE_RELOAD,70.72,COMPLETE,organic_search,GT
txn_1yh6w5or27,usr_en48nysj,2024-10-06 17:30:35,REMITTANCE,46.46,COMPLETE,organic_search,GT
txn_fdlf2eo48t,usr_en48nysj,2024-11-10 17:30:35,PHONE_RELOAD,47.87,PAYABLE,organic_search,GT
txn_0chcdnh2e0,usr_en48nysj,2024-12-04 17:30:35,REMITTANCE,77.4,FAILED,organic_search,GT
txn_3kr0akii80,usr_c2zufdnu,2024-09-08 13:16:24,REMITTANCE,47.96,COMPLETE,organic_search,MX
txn_vzeo2juxbo,usr_dqx6qd07,2024-09-19 07:56:07,REMITTANCE,83.95,COMPLETE,direct,SV
txn_hh10ucs1xn,usr_cmvh0eqt,2024-05-08 14:53:54,REMITTANCE,40.68,COMPLETE,paid_meta,MX
txn_d8t10fx4sp,usr_bvn7nprb,2024-08-09 02:04:08,REMITTANCE,28.4,COMPLETE,paid_meta,CO
txn_hk6s3awqyq,usr_jgfjc5qp,2024-04-17 07:10:00,PHONE_RELOAD,27.78,COMPLETE,organic_search,HN
txn_v4o94d456z,usr_d6m1fmpr,2024-01-22 17:54:51,REMITTANCE,55.23,COMPLETE,paid_meta,MX
txn_ut5i3p0qpw,usr_6u3u6h0u,2024-05-18 10:58:21,REMITTANCE,76.83,COMPLETE,organic_search,GT
txn_roa2naaueh,usr_00lfqf5e,2024-10-12 21:41:58,REMITTANCE,73.13,COMPLETE,referral,MX
txn_xa9xv9rxus,usr_00lfqf5e,2024-11-04 21:41:58,PHONE_RELOAD,45.26,PAID,referral,MX
txn_snzoj5ta6u,usr_00lfqf5e,2024-12-13 21:41:58,REMITTANCE,82.05,COMPLETE,referral,MX
txn_kndzlr3uo9,usr_974wxub0,2024-01-04 01:16:15,PHONE_RELOAD,49.21,COMPLETE,paid_google,GT
txn_h3h1g9ysau,usr_974wxub0,2024-01-21 01:16:15,REMITTANCE,63.05,COMPLETE,paid_google,GT
txn_1unp5ghltj,usr_974wxub0,2024-02-08 01:16:15,REMITTANCE,23.48,COMPLETE,paid_google,GT
txn_a3lqbwp4nl,usr_nm88ua3a,2024-08-23 20:11:53,REMITTANCE,89.54,COMPLETE,referral,MX
txn_6dv7zobiz0,usr_r9om3p9m,2024-09-29 23:06:29,REMITTANCE,53.89,COMPLETE,direct,MX
txn_uqnybfa7yp,usr_vtn4ypkw,2024-08-05 02:02:12,PHONE_RELOAD,57.04,COMPLETE,paid_google,HN
txn_lfjmzgwf5a,usr_vtn4ypkw,2024-08-28 02:02:12,REMITTANCE,67.51,COMPLETE,paid_google,HN
txn_d5uojfzd1l,usr_vtn4ypkw,2024-09-12 02:02:12,PHONE_RELOAD,41.71,COMPLETE,paid_google,HN
txn_av5oswryrc,usr_4da7d0wt,2024-11-10 17:54:10,PHONE_RELOAD,51.24,COMPLETE,email,MX
txn_khadigsntw,usr_kpiqnhqe,2024-09-16 20:30:34,REMITTANCE,46.14,COMPLETE,referral,HN
txn_v0tte2rckc,usr_x2o72sjx,2024-11-16 20:50:59,REMITTANCE,42.2,COMPLETE,paid_google,HN
txn_8b8z6ql7gd,usr_x2o72sjx,2024-12-16 20:50:59,REMITTANCE,26.74,COMPLETE,paid_google,HN
txn_gy0lzs3m0j,usr_i6oafn33,2024-09-20 07:37:06,REMITTANCE,68.55,COMPLETE,direct,MX
txn_xbu602h7ab,usr_i9gx32ue,2024-06-18 10:04:26,BILL_PAYMENT,56.32,COMPLETE,email,CO
txn_xvlk231737,usr_i9gx32ue,2024-07-28 10:04:26,REMITTANCE,104.05,PAID,email,CO
txn_nzy7jrci46,usr_i9gx32ue,2024-09-04 10:04:26,REMITTANCE,55.48,COMPLETE,email,CO
txn_4rglzjmpqg,usr_i9gx32ue,2024-10-13 10:04:26,REMITTANCE,85.34,COMPLETE,email,CO
txn_ieuuf93z9q,usr_spd2sw24,2024-05-05 01:08:21,REMITTANCE,32.69,COMPLETE,paid_meta,MX
txn_16sj4fhcu6,usr_hdpwvbz7,2024-05-05 11:01:44,PHONE_RELOAD,100.7,COMPLETE,organic_search,MX
txn_za4yd2lb98,usr_hdpwvbz7,2024-05-30 11:01:44,PHONE_RELOAD,94.4,COMPLETE,organic_search,MX
txn_bfci5by2bx,usr_9w1gxhg4,2024-02-21 18:47:44,REMITTANCE,88.72,COMPLETE,referral,SV
txn_fkbfq1mene,usr_xj7wwudq,2024-04-13 19:50:49,REMITTANCE,51.27,COMPLETE,paid_google,MX
txn_trze6b8rp8,usr_drn4orac,2024-03-12 22:34:19,PHONE_RELOAD,35.52,COMPLETE,paid_meta,MX
txn_32no6dtb9o,usr_6wqfk6xw,2024-05-28 02:37:27,PHONE_RELOAD,60.18,COMPLETE,organic_search,MX
txn_dzvlc4m3qt,usr_rwtf07gb,2024-05-15 08:15:30,REMITTANCE,50.97,COMPLETE,paid_meta,MX
